County,Year,Quarter,Medication_Assisted_Treatment,Beneficiaries,Status,Annotation,Annotation_Description,,
Santa Cruz,2012,Q4,Methadone Program,204,F,,,,
Santa Cruz,2013,Q1,Methadone Program,212,F,,,,
Santa Cruz,2013,Q2,Methadone Program,200,F,,,,
Santa Cruz,2013,Q3,Methadone Program,201,F,,,,
Santa Cruz,2013,Q4,Methadone Program,214,F,,,,
Santa Cruz,2014,Q1,Methadone Program,325,F,,,,
Santa Cruz,2014,Q2,Methadone Program,401,F,,,,
Santa Cruz,2014,Q3,Methadone Program,442,F,,,,
Santa Cruz,2014,Q4,Methadone Program,460,F,,,,
Santa Cruz,2015,Q1,Methadone Program,480,F,,,,
Santa Cruz,2015,Q2,Methadone Program,512,F,,,,
Santa Cruz,2015,Q3,Methadone Program,522,F,,,,
Santa Cruz,2015,Q4,Methadone Program,553,F,,,,
Santa Cruz,2016,Q1,Methadone Program,567,F,,,,
Santa Cruz,2016,Q2,Methadone Program,564,F,,,,
Santa Cruz,2016,Q3,Methadone Program,558,F,,,,
Santa Cruz,2016,Q4,Methadone Program,572,F,,,,
Santa Cruz,2017,Q1,Methadone Program,532,F,,,,
Santa Cruz,2017,Q2,Methadone Program,545,F,,,,
Santa Cruz,2017,Q3,Methadone Program,544,F,,,,
Santa Cruz,2017,Q4,Methadone Program,545,F,,,,
Santa Cruz,2018,Q1,Methadone Program,533,F,,,,
Santa Cruz,2018,Q2,Methadone Program,553,F,,,,
Santa Cruz,2018,Q3,Methadone Program,547,F,,,,
Santa Cruz,2018,Q4,Methadone Program,517,F,,,,
Santa Cruz,2019,Q1,Methadone Program,527,P,,,,
Santa Cruz,2019,Q2,Methadone Program,539,P,,,,
Santa Cruz,2019,Q3,Methadone Program,539,P,,,,
Santa Cruz,2019,Q4,Methadone Program,500,P,,,,
Shasta,2010,Q1,Methadone Program,34,F,,,,
Shasta,2010,Q2,Methadone Program,35,F,,,,
Shasta,2010,Q3,Methadone Program,34,F,,,,
Shasta,2010,Q4,Methadone Program,32,F,,,,
Shasta,2011,Q1,Methadone Program,35,F,,,,
Shasta,2011,Q2,Methadone Program,33,F,,,,
Shasta,2011,Q3,Methadone Program,31,F,,,,
Shasta,2011,Q4,Methadone Program,30,F,,,,
Shasta,2012,Q1,Methadone Program,26,F,,,,
Shasta,2012,Q2,Methadone Program,23,F,,,,
Shasta,2012,Q3,Methadone Program,21,F,,,,
Shasta,2012,Q4,Methadone Program,20,F,,,,
Shasta,2013,Q1,Methadone Program,21,F,,,,
Shasta,2013,Q2,Methadone Program,25,F,,,,
Shasta,2013,Q3,Methadone Program,28,F,,,,
Shasta,2013,Q4,Methadone Program,24,F,,,,
Shasta,2014,Q1,Methadone Program,33,F,,,,
Shasta,2014,Q2,Methadone Program,33,F,,,,
Shasta,2014,Q3,Methadone Program,48,F,,,,
Shasta,2014,Q4,Methadone Program,49,F,,,,
Shasta,2015,Q1,Methadone Program,56,F,,,,
Shasta,2015,Q2,Methadone Program,59,F,,,,
Shasta,2015,Q3,Methadone Program,60,F,,,,
Shasta,2015,Q4,Methadone Program,56,F,,,,
Shasta,2016,Q1,Methadone Program,69,F,,,,
Shasta,2016,Q2,Methadone Program,68,F,,,,
Shasta,2016,Q3,Methadone Program,82,F,,,,
Shasta,2016,Q4,Methadone Program,85,F,,,,
Shasta,2017,Q1,Methadone Program,77,F,,,,
Shasta,2017,Q2,Methadone Program,129,F,,,,
Shasta,2017,Q3,Methadone Program,140,F,,,,
Shasta,2017,Q4,Methadone Program,162,F,,,,
Shasta,2018,Q1,Methadone Program,167,F,,,,
Shasta,2018,Q2,Methadone Program,174,F,,,,
Shasta,2018,Q3,Methadone Program,171,F,,,,
Shasta,2018,Q4,Methadone Program,187,F,,,,
Shasta,2019,Q1,Methadone Program,204,P,,,,
Shasta,2019,Q2,Methadone Program,232,P,,,,
Shasta,2019,Q3,Methadone Program,240,P,,,,
Shasta,2019,Q4,Methadone Program,218,P,,,,
Siskiyou / Trinity,2012,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2012,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2014,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2014,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2014,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2015,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2015,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2015,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2015,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2016,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2016,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2016,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2016,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2017,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2017,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2017,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2017,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2018,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2018,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2018,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2018,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2019,Q1,Methadone Program,,P,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2019,Q2,Methadone Program,,P,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2019,Q3,Methadone Program,,P,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2019,Q4,Methadone Program,,P,1,cell suppressed for small numbers,,
Solano,2010,Q1,Methadone Program,148,F,,,,
Solano,2010,Q2,Methadone Program,155,F,,,,
Solano,2010,Q3,Methadone Program,172,F,,,,
Solano,2010,Q4,Methadone Program,171,F,,,,
Solano,2011,Q1,Methadone Program,173,F,,,,
Solano,2011,Q2,Methadone Program,184,F,,,,
Solano,2011,Q3,Methadone Program,207,F,,,,
Solano,2011,Q4,Methadone Program,210,F,,,,
Solano,2012,Q1,Methadone Program,214,F,,,,
Solano,2012,Q2,Methadone Program,222,F,,,,
Solano,2012,Q3,Methadone Program,221,F,,,,
Solano,2012,Q4,Methadone Program,217,F,,,,
Solano,2013,Q1,Methadone Program,217,F,,,,
Solano,2013,Q2,Methadone Program,236,F,,,,
Solano,2013,Q3,Methadone Program,239,F,,,,
Solano,2013,Q4,Methadone Program,240,F,,,,
Solano,2014,Q1,Methadone Program,287,F,,,,
Solano,2014,Q2,Methadone Program,324,F,,,,
Solano,2014,Q3,Methadone Program,353,F,,,,
Solano,2014,Q4,Methadone Program,393,F,,,,
Solano,2015,Q1,Methadone Program,396,F,,,,
Solano,2015,Q2,Methadone Program,443,F,,,,
Solano,2015,Q3,Methadone Program,458,F,,,,
Solano,2015,Q4,Methadone Program,484,F,,,,
Solano,2016,Q1,Methadone Program,504,F,,,,
Solano,2016,Q2,Methadone Program,506,F,,,,
Solano,2016,Q3,Methadone Program,510,F,,,,
Solano,2016,Q4,Methadone Program,510,F,,,,
Solano,2017,Q1,Methadone Program,493,F,,,,
Solano,2017,Q2,Methadone Program,487,F,,,,
Solano,2017,Q3,Methadone Program,476,F,,,,
Solano,2017,Q4,Methadone Program,490,F,,,,
Solano,2018,Q1,Methadone Program,496,F,,,,
Solano,2018,Q2,Methadone Program,508,F,,,,
Solano,2018,Q3,Methadone Program,505,F,,,,
Solano,2018,Q4,Methadone Program,500,F,,,,
Solano,2019,Q1,Methadone Program,526,P,,,,
Solano,2019,Q2,Methadone Program,534,P,,,,
Solano,2019,Q3,Methadone Program,532,P,,,,
Solano,2019,Q4,Methadone Program,508,P,,,,
Sonoma,2010,Q1,Methadone Program,221,F,,,,
Sonoma,2010,Q2,Methadone Program,227,F,,,,
Sonoma,2010,Q3,Methadone Program,246,F,,,,
Sonoma,2010,Q4,Methadone Program,250,F,,,,
Sonoma,2011,Q1,Methadone Program,240,F,,,,
Sonoma,2011,Q2,Methadone Program,228,F,,,,
Sonoma,2011,Q3,Methadone Program,231,F,,,,
Sonoma,2011,Q4,Methadone Program,206,F,,,,
Sonoma,2012,Q1,Methadone Program,216,F,,,,
Sonoma,2012,Q2,Methadone Program,212,F,,,,
Sonoma,2012,Q3,Methadone Program,208,F,,,,
Sonoma,2012,Q4,Methadone Program,203,F,,,,
Sonoma,2013,Q1,Methadone Program,220,F,,,,
Sonoma,2013,Q2,Methadone Program,208,F,,,,
Sonoma,2013,Q3,Methadone Program,216,F,,,,
Sonoma,2013,Q4,Methadone Program,219,F,,,,
Sonoma,2014,Q1,Methadone Program,298,F,,,,
Sonoma,2014,Q2,Methadone Program,340,F,,,,
Sonoma,2014,Q3,Methadone Program,396,F,,,,
Sonoma,2014,Q4,Methadone Program,422,F,,,,
Sonoma,2015,Q1,Methadone Program,423,F,,,,
Sonoma,2015,Q2,Methadone Program,432,F,,,,
Sonoma,2015,Q3,Methadone Program,439,F,,,,
Sonoma,2015,Q4,Methadone Program,439,F,,,,
Sonoma,2016,Q1,Methadone Program,421,F,,,,
Sonoma,2016,Q2,Methadone Program,388,F,,,,
Sonoma,2016,Q3,Methadone Program,365,F,,,,
Sonoma,2016,Q4,Methadone Program,375,F,,,,
Sonoma,2017,Q1,Methadone Program,385,F,,,,
Sonoma,2017,Q2,Methadone Program,404,F,,,,
Sonoma,2017,Q3,Methadone Program,408,F,,,,
Sonoma,2017,Q4,Methadone Program,396,F,,,,
Sonoma,2018,Q1,Methadone Program,388,F,,,,
Sonoma,2018,Q2,Methadone Program,369,F,,,,
Sonoma,2018,Q3,Methadone Program,357,F,,,,
Sonoma,2018,Q4,Methadone Program,375,F,,,,
Sonoma,2019,Q1,Methadone Program,384,P,,,,
Sonoma,2019,Q2,Methadone Program,378,P,,,,
Sonoma,2019,Q3,Methadone Program,355,P,,,,
Sonoma,2019,Q4,Methadone Program,357,P,,,,
Stanislaus,2010,Q1,Methadone Program,427,F,,,,
Stanislaus,2010,Q2,Methadone Program,448,F,,,,
Stanislaus,2010,Q3,Methadone Program,445,F,,,,
Stanislaus,2010,Q4,Methadone Program,445,F,,,,
Stanislaus,2011,Q1,Methadone Program,463,F,,,,
Stanislaus,2011,Q2,Methadone Program,497,F,,,,
Stanislaus,2011,Q3,Methadone Program,513,F,,,,
Stanislaus,2011,Q4,Methadone Program,510,F,,,,
Stanislaus,2012,Q1,Methadone Program,515,F,,,,
Stanislaus,2012,Q2,Methadone Program,513,F,,,,
Stanislaus,2012,Q3,Methadone Program,522,F,,,,
Stanislaus,2012,Q4,Methadone Program,522,F,,,,
Stanislaus,2013,Q1,Methadone Program,520,F,,,,
Stanislaus,2013,Q2,Methadone Program,525,F,,,,
Stanislaus,2013,Q3,Methadone Program,535,F,,,,
Stanislaus,2013,Q4,Methadone Program,533,F,,,,
Stanislaus,2014,Q1,Methadone Program,684,F,,,,
Stanislaus,2014,Q2,Methadone Program,722,F,,,,
Stanislaus,2014,Q3,Methadone Program,773,F,,,,
Stanislaus,2014,Q4,Methadone Program,830,F,,,,
Stanislaus,2015,Q1,Methadone Program,898,F,,,,
Stanislaus,2015,Q2,Methadone Program,961,F,,,,
Stanislaus,2015,Q3,Methadone Program,1015,F,,,,
Stanislaus,2015,Q4,Methadone Program,1064,F,,,,
Stanislaus,2016,Q1,Methadone Program,1113,F,,,,
Stanislaus,2016,Q2,Methadone Program,1115,F,,,,
Stanislaus,2016,Q3,Methadone Program,1145,F,,,,
Stanislaus,2016,Q4,Methadone Program,1154,F,,,,
Stanislaus,2017,Q1,Methadone Program,1137,F,,,,
Stanislaus,2017,Q2,Methadone Program,1149,F,,,,
Stanislaus,2017,Q3,Methadone Program,1173,F,,,,
Stanislaus,2017,Q4,Methadone Program,1163,F,,,,
Stanislaus,2018,Q1,Methadone Program,1145,F,,,,
Stanislaus,2018,Q2,Methadone Program,1148,F,,,,
Stanislaus,2018,Q3,Methadone Program,1167,F,,,,
Stanislaus,2018,Q4,Methadone Program,1161,F,,,,
Stanislaus,2019,Q1,Methadone Program,1188,P,,,,
Stanislaus,2019,Q2,Methadone Program,1175,P,,,,
Stanislaus,2019,Q3,Methadone Program,1181,P,,,,
Stanislaus,2019,Q4,Methadone Program,959,P,,,,
Sutter,2010,Q1,Methadone Program,68,F,,,,
Sutter,2010,Q2,Methadone Program,71,F,,,,
Sutter,2010,Q3,Methadone Program,66,F,,,,
Sutter,2010,Q4,Methadone Program,69,F,,,,
Sutter,2011,Q1,Methadone Program,79,F,,,,
Sutter,2011,Q2,Methadone Program,82,F,,,,
Sutter,2011,Q3,Methadone Program,92,F,,,,
Sutter,2011,Q4,Methadone Program,85,F,,,,
Sutter,2012,Q1,Methadone Program,80,F,,,,
Sutter,2012,Q2,Methadone Program,84,F,,,,
Sutter,2012,Q3,Methadone Program,87,F,,,,
Sutter,2012,Q4,Methadone Program,86,F,,,,
Sutter,2013,Q1,Methadone Program,93,F,,,,
Sutter,2013,Q2,Methadone Program,101,F,,,,
Sutter,2013,Q3,Methadone Program,88,F,,,,
Sutter,2013,Q4,Methadone Program,83,F,,,,
Sutter,2014,Q1,Methadone Program,118,F,,,,
Sutter,2014,Q2,Methadone Program,129,F,,,,
Sutter,2014,Q3,Methadone Program,131,F,,,,
Sutter,2014,Q4,Methadone Program,134,F,,,,
Sutter,2015,Q1,Methadone Program,143,F,,,,
Sutter,2015,Q2,Methadone Program,152,F,,,,
Sutter,2015,Q3,Methadone Program,166,F,,,,
Sutter,2015,Q4,Methadone Program,180,F,,,,
Sutter,2016,Q1,Methadone Program,177,F,,,,
Sutter,2016,Q2,Methadone Program,181,F,,,,
Sutter,2016,Q3,Methadone Program,178,F,,,,
Sutter,2016,Q4,Methadone Program,180,F,,,,
Sutter,2017,Q1,Methadone Program,179,F,,,,
Sutter,2017,Q2,Methadone Program,178,F,,,,
Sutter,2017,Q3,Methadone Program,185,F,,,,
Sutter,2017,Q4,Methadone Program,169,F,,,,
Sutter,2018,Q1,Methadone Program,170,F,,,,
Sutter,2018,Q2,Methadone Program,164,F,,,,
Sutter,2018,Q3,Methadone Program,180,F,,,,
Sutter,2018,Q4,Methadone Program,173,F,,,,
Sutter,2019,Q1,Methadone Program,170,P,,,,
Sutter,2019,Q2,Methadone Program,171,P,,,,
Sutter,2019,Q3,Methadone Program,90,P,,,,
Sutter,2019,Q4,Methadone Program,83,P,,,,
Tehama,2010,Q1,Methadone Program,26,F,,,,
Tehama,2010,Q2,Methadone Program,22,F,,,,
Tehama,2010,Q3,Methadone Program,21,F,,,,
Tehama,2010,Q4,Methadone Program,22,F,,,,
Tehama,2011,Q1,Methadone Program,19,F,,,,
Tehama,2011,Q2,Methadone Program,22,F,,,,
Tehama,2011,Q3,Methadone Program,24,F,,,,
Tehama,2011,Q4,Methadone Program,27,F,,,,
Tehama,2012,Q1,Methadone Program,28,F,,,,
Tehama,2012,Q2,Methadone Program,28,F,,,,
Tehama,2012,Q3,Methadone Program,24,F,,,,
Tehama,2012,Q4,Methadone Program,22,F,,,,
Tehama,2013,Q1,Methadone Program,20,F,,,,
Tehama,2013,Q2,Methadone Program,22,F,,,,
Tehama,2013,Q3,Methadone Program,26,F,,,,
Tehama,2013,Q4,Methadone Program,26,F,,,,
Tehama,2014,Q1,Methadone Program,38,F,,,,
Tehama,2014,Q2,Methadone Program,35,F,,,,
Tehama,2014,Q3,Methadone Program,41,F,,,,
Tehama,2014,Q4,Methadone Program,42,F,,,,
Tehama,2015,Q1,Methadone Program,51,F,,,,
Tehama,2015,Q2,Methadone Program,52,F,,,,
Tehama,2015,Q3,Methadone Program,55,F,,,,
Tehama,2015,Q4,Methadone Program,51,F,,,,
Tehama,2016,Q1,Methadone Program,55,F,,,,
Tehama,2016,Q2,Methadone Program,54,F,,,,
Tehama,2016,Q3,Methadone Program,57,F,,,,
Tehama,2016,Q4,Methadone Program,46,F,,,,
Tehama,2017,Q1,Methadone Program,43,F,,,,
Tehama,2017,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tehama,2017,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Tehama,2017,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Tehama,2018,Q1,Methadone Program,57,F,,,,
Tehama,2018,Q2,Methadone Program,57,F,,,,
Tehama,2018,Q3,Methadone Program,51,F,,,,
Tehama,2018,Q4,Methadone Program,49,F,,,,
Tehama,2019,Q1,Methadone Program,44,P,,,,
Tehama,2019,Q2,Methadone Program,48,P,,,,
Tehama,2019,Q3,Methadone Program,56,P,,,,
Tehama,2019,Q4,Methadone Program,44,P,,,,
Tulare,2010,Q1,Methadone Program,406,F,,,,
Tulare,2010,Q2,Methadone Program,398,F,,,,
Tulare,2010,Q3,Methadone Program,425,F,,,,
Tulare,2010,Q4,Methadone Program,418,F,,,,
Tulare,2011,Q1,Methadone Program,429,F,,,,
Tulare,2011,Q2,Methadone Program,442,F,,,,
Tulare,2011,Q3,Methadone Program,430,F,,,,
Tulare,2011,Q4,Methadone Program,432,F,,,,
Tulare,2012,Q1,Methadone Program,424,F,,,,
Tulare,2012,Q2,Methadone Program,433,F,,,,
Tulare,2012,Q3,Methadone Program,432,F,,,,
Tulare,2012,Q4,Methadone Program,438,F,,,,
Tulare,2013,Q1,Methadone Program,432,F,,,,
Tulare,2013,Q2,Methadone Program,439,F,,,,
Tulare,2013,Q3,Methadone Program,451,F,,,,
Tulare,2013,Q4,Methadone Program,440,F,,,,
Tulare,2014,Q1,Methadone Program,662,F,,,,
Tulare,2014,Q2,Methadone Program,759,F,,,,
Tulare,2014,Q3,Methadone Program,828,F,,,,
Tulare,2014,Q4,Methadone Program,847,F,,,,
Tulare,2015,Q1,Methadone Program,868,F,,,,
Tulare,2015,Q2,Methadone Program,870,F,,,,
Tulare,2015,Q3,Methadone Program,924,F,,,,
Tulare,2015,Q4,Methadone Program,935,F,,,,
Tulare,2016,Q1,Methadone Program,944,F,,,,
Tulare,2016,Q2,Methadone Program,941,F,,,,
Tulare,2016,Q3,Methadone Program,957,F,,,,
Tulare,2016,Q4,Methadone Program,932,F,,,,
Tulare,2017,Q1,Methadone Program,907,F,,,,
Tulare,2017,Q2,Methadone Program,888,F,,,,
Tulare,2017,Q3,Methadone Program,871,F,,,,
Tulare,2017,Q4,Methadone Program,896,F,,,,
Tulare,2018,Q1,Methadone Program,916,F,,,,
Tulare,2018,Q2,Methadone Program,863,F,,,,
Tulare,2018,Q3,Methadone Program,866,F,,,,
Tulare,2018,Q4,Methadone Program,852,F,,,,
Tulare,2019,Q1,Methadone Program,827,P,,,,
Tulare,2019,Q2,Methadone Program,840,P,,,,
Tulare,2019,Q3,Methadone Program,784,P,,,,
Tulare,2019,Q4,Methadone Program,14,P,,,,
Tuolumne,2010,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2010,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2010,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2010,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2012,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2012,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2012,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2012,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2013,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2013,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2013,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2013,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2014,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2014,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2014,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2014,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2015,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2015,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2015,Q3,Methadone Program,12,F,,,,
Tuolumne,2015,Q4,Methadone Program,11,F,,,,
Tuolumne,2016,Q1,Methadone Program,11,F,,,,
Tuolumne,2016,Q2,Methadone Program,15,F,,,,
Tuolumne,2016,Q3,Methadone Program,11,F,,,,
Tuolumne,2016,Q4,Methadone Program,13,F,,,,
Tuolumne,2017,Q1,Methadone Program,14,F,,,,
Tuolumne,2017,Q2,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2017,Q3,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2017,Q4,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2018,Q1,Methadone Program,,F,1,cell suppressed for small numbers,,
Tuolumne,2018,Q2,Methadone Program,12,F,,,,
Tuolumne,2018,Q3,Methadone Program,11,F,,,,
Tuolumne,2018,Q4,Methadone Program,13,F,,,,
Tuolumne,2019,Q1,Methadone Program,12,P,,,,
Tuolumne,2019,Q2,Methadone Program,14,P,,,,
Tuolumne,2019,Q3,Methadone Program,12,P,,,,
Tuolumne,2019,Q4,Methadone Program,12,P,,,,
Ventura,2010,Q1,Methadone Program,184,F,,,,
Ventura,2010,Q2,Methadone Program,449,F,,,,
Ventura,2010,Q3,Methadone Program,469,F,,,,
Ventura,2010,Q4,Methadone Program,474,F,,,,
Ventura,2011,Q1,Methadone Program,504,F,,,,
Ventura,2011,Q2,Methadone Program,519,F,,,,
Ventura,2011,Q3,Methadone Program,513,F,,,,
Ventura,2011,Q4,Methadone Program,512,F,,,,
Ventura,2012,Q1,Methadone Program,520,F,,,,
Ventura,2012,Q2,Methadone Program,525,F,,,,
Ventura,2012,Q3,Methadone Program,516,F,,,,
Ventura,2012,Q4,Methadone Program,505,F,,,,
Ventura,2013,Q1,Methadone Program,491,F,,,,
Ventura,2013,Q2,Methadone Program,486,F,,,,
Ventura,2013,Q3,Methadone Program,481,F,,,,
Ventura,2013,Q4,Methadone Program,508,F,,,,
Ventura,2014,Q1,Methadone Program,802,F,,,,
Ventura,2014,Q2,Methadone Program,941,F,,,,
Ventura,2014,Q3,Methadone Program,1056,F,,,,
Ventura,2014,Q4,Methadone Program,1142,F,,,,
Ventura,2015,Q1,Methadone Program,1157,F,,,,
Ventura,2015,Q2,Methadone Program,1147,F,,,,
Ventura,2015,Q3,Methadone Program,1116,F,,,,
Ventura,2015,Q4,Methadone Program,1177,F,,,,
Ventura,2016,Q1,Methadone Program,1190,F,,,,
Ventura,2016,Q2,Methadone Program,1218,F,,,,
Ventura,2016,Q3,Methadone Program,1243,F,,,,
Ventura,2016,Q4,Methadone Program,1256,F,,,,
Ventura,2017,Q1,Methadone Program,1237,F,,,,
Ventura,2017,Q2,Methadone Program,1273,F,,,,
Ventura,2017,Q3,Methadone Program,1283,F,,,,
Ventura,2017,Q4,Methadone Program,1302,F,,,,
Ventura,2018,Q1,Methadone Program,1311,F,,,,
Ventura,2018,Q2,Methadone Program,1312,F,,,,
Ventura,2018,Q3,Methadone Program,1268,F,,,,
Ventura,2018,Q4,Methadone Program,1268,F,,,,
Ventura,2019,Q1,Methadone Program,1283,P,,,,
Ventura,2019,Q2,Methadone Program,1280,P,,,,
Ventura,2019,Q3,Methadone Program,1278,P,,,,
Ventura,2019,Q4,Methadone Program,1290,P,,,,
Yolo,2010,Q1,Methadone Program,65,F,,,,
Yolo,2010,Q2,Methadone Program,82,F,,,,
Yolo,2010,Q3,Methadone Program,88,F,,,,
Yolo,2010,Q4,Methadone Program,89,F,,,,
Yolo,2011,Q1,Methadone Program,84,F,,,,
Yolo,2011,Q2,Methadone Program,84,F,,,,
Yolo,2011,Q3,Methadone Program,83,F,,,,
Yolo,2011,Q4,Methadone Program,80,F,,,,
Yolo,2012,Q1,Methadone Program,80,F,,,,
Yolo,2012,Q2,Methadone Program,80,F,,,,
Yolo,2012,Q3,Methadone Program,88,F,,,,
Yolo,2012,Q4,Methadone Program,92,F,,,,
Yolo,2013,Q1,Methadone Program,86,F,,,,
Yolo,2013,Q2,Methadone Program,82,F,,,,
Yolo,2013,Q3,Methadone Program,87,F,,,,
Yolo,2013,Q4,Methadone Program,88,F,,,,
Yolo,2014,Q1,Methadone Program,122,F,,,,
Yolo,2014,Q2,Methadone Program,140,F,,,,
Yolo,2014,Q3,Methadone Program,148,F,,,,
Yolo,2014,Q4,Methadone Program,157,F,,,,
Yolo,2015,Q1,Methadone Program,170,F,,,,
Yolo,2015,Q2,Methadone Program,178,F,,,,
Yolo,2015,Q3,Methadone Program,186,F,,,,
Yolo,2015,Q4,Methadone Program,191,F,,,,
Yolo,2016,Q1,Methadone Program,187,F,,,,
Yolo,2016,Q2,Methadone Program,204,F,,,,
Yolo,2016,Q3,Methadone Program,207,F,,,,
Yolo,2016,Q4,Methadone Program,203,F,,,,
Yolo,2017,Q1,Methadone Program,202,F,,,,
Yolo,2017,Q2,Methadone Program,203,F,,,,
Yolo,2017,Q3,Methadone Program,205,F,,,,
Yolo,2017,Q4,Methadone Program,198,F,,,,
Yolo,2018,Q1,Methadone Program,196,F,,,,
Yolo,2018,Q2,Methadone Program,191,F,,,,
Yolo,2018,Q3,Methadone Program,180,F,,,,
Yolo,2018,Q4,Methadone Program,174,F,,,,
Yolo,2019,Q1,Methadone Program,172,P,,,,
Yolo,2019,Q2,Methadone Program,172,P,,,,
Yolo,2019,Q3,Methadone Program,183,P,,,,
Yolo,2019,Q4,Methadone Program,171,P,,,,
Yuba,2010,Q1,Methadone Program,102,F,,,,
Yuba,2010,Q2,Methadone Program,104,F,,,,
Yuba,2010,Q3,Methadone Program,102,F,,,,
Yuba,2010,Q4,Methadone Program,105,F,,,,
Yuba,2011,Q1,Methadone Program,115,F,,,,
Yuba,2011,Q2,Methadone Program,117,F,,,,
Yuba,2011,Q3,Methadone Program,117,F,,,,
Yuba,2011,Q4,Methadone Program,114,F,,,,
Yuba,2012,Q1,Methadone Program,123,F,,,,
Yuba,2012,Q2,Methadone Program,117,F,,,,
Yuba,2012,Q3,Methadone Program,117,F,,,,
Yuba,2012,Q4,Methadone Program,112,F,,,,
Yuba,2013,Q1,Methadone Program,119,F,,,,
Yuba,2013,Q2,Methadone Program,121,F,,,,
Yuba,2013,Q3,Methadone Program,116,F,,,,
Yuba,2013,Q4,Methadone Program,118,F,,,,
Yuba,2014,Q1,Methadone Program,154,F,,,,
Yuba,2014,Q2,Methadone Program,170,F,,,,
Yuba,2014,Q3,Methadone Program,180,F,,,,
Yuba,2014,Q4,Methadone Program,194,F,,,,
Yuba,2015,Q1,Methadone Program,211,F,,,,
Yuba,2015,Q2,Methadone Program,209,F,,,,
Yuba,2015,Q3,Methadone Program,230,F,,,,
